A_Date_,B_Shift_,C_Line_,Description_,E_Duration_,Frequency_,G_Downtime_Type,H_Machine_,I_Category_,J_Failure_Mode
13/05/2024,Afternoon,5,"Pasteurizer stop on pressure for pump zone P4,P5 and RH3 too low",9,1,Break Down,Innopas,Machine,"Pasteurizer stop on pressure for pump zone P4,P5 and RH3 too low"
13/05/2024,Afternoon,6,Speed loss due to weathered bottles ,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
13/05/2024,Afternoon,5,"
Frequent stop on false alarm trak 1 and 2 wrong turn",23,1,Break Down,Innopal,Machine, Frequent stop on false alarm trak 1 and 2 wrong turn
13/05/2024,Afternoon,5,Protective motor  switch for silo belt (=PS-F2),8,1,Break Down,Blowmax,Machine,Protective motor  switch for silo belt (=PS-F2)
13/05/2024,Night,5,Decontamination of Filler./Safety check of all doors and emergency push buttons.,44,1,Planned Stop,Innofill,Method,Decontamination of Filler./Safety check of all doors and emergency push buttons.
13/05/2024,Night,6,Handover and machine safety audit ,10,1,Planned Stop,,Method,Handover and machine safety audit 
13/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,10,5,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
13/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,10,5,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
13/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,10,5,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
13/05/2024,Night,6,Palletizer stopped due to broken crate support at palletizer grouping station,20,1,Break Down,Palletiser,Machine,Palletizer stopped due to broken crate support at palletizer grouping station
13/05/2024,Night,6,Labeller stopped due to massive false rejections on body labels,10,5,Minor Stop,Labeller,Machine,Labeller stopped due to massive false rejections on body labels
13/05/2024,Night,6,Labeller stopped due to massive false rejections on body labels,10,4,Minor Stop,Labeller,Machine,Labeller stopped due to massive false rejections on body labels
13/05/2024,Night,5,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.,17,3,Minor Stop,Innopal,Machine,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.
13/05/2024,Night,5,Fallen bottles at shrinkwrapper wrapping section,8,3,Minor Stop,Kister,Material,Jam at the over head pushing bar.
13/05/2024,Night,5,Fallen bottles at shrinkwrapper wrapping section,10,4,Minor Stop,Kister,Machine,Jam at the over head pushing bar.
13/05/2024,Night,5,Cap jam at the smartcheck unit.,7,4,Minor Stop,Innofill,Material,Cap jam at the smartcheck unit due to bad caps.
13/05/2024,Night,5,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.,15,4,Minor Stop,Innopal,Machine,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.
13/05/2024,Night,5,Cap hooked in the UV treatment box due to bad cap; ,4,2,Minor Stop,Innofill,Material,Cap hooked in the UV treatment box due to bad cap; Ringless caps.
13/05/2024,Night,5,Bottles jam at Ex-filler bottle rejector due to malfunctioned bottle rejector.,17,4,Minor Stop,Innofill,Machine,Bottles jam at Ex-filler bottle rejector due to malfunctioned bottle rejector.
13/05/2024,Night,6,Discharge overload at bottle washer discharge due to bottle jam,10,5,Minor Stop,Bottle Washer,Machine,Discharge overload at bottle washer discharge due to bottle jam
13/05/2024,Night,5,Cleaning of the transfer drum and vacuum drum due to label carry over.,11,2,Minor Stop,Innoket,Machine,Cleaning of the transfer drum and vacuum drum due to label carry over.
13/05/2024,Night,6,Discharge overload at bottle washer discharge due to bottle jam,10,5,Minor Stop,Bottle Washer,Machine,Discharge overload at bottle washer discharge due to bottle jam
13/05/2024,Night,5,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.,19,5,Minor Stop,Innopal,Machine,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.
13/05/2024,Night,5,Blomax stopped on preform monitoring head wheel.,14,4,Minor Stop,Blowmax,Material,Blomax stopped on preform monitoring head wheel.
13/05/2024,Night,6,Discharge overload at bottle washer discharge due to bottle jam,2,1,Minor Stop,Bottle Washer,Machine,Discharge overload at bottle washer discharge due to bottle jam
13/05/2024,Night,5,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.,23,5,Minor Stop,Innopal,Machine,Pack misscount at the formation table due to wrong turn of packs at track 1and 2.
13/05/2024,Night,5,Preform not properly positioned on the transport madrel.,9,2,Minor Stop,Blowmax,Machine,Preform lost input heating
14/05/2024,Day,6,Machine safety audit/shift handover,10,3,Planned Stop,Filler,Man,Machine safety audit checks
14/05/2024,Day,6,weathered bottles,6,3,Minor Stop,Bottle Washer,Machine,EBI massive rejection on weathered bottles
14/05/2024,Day,5,Safety audit check of Filler/Blomax safety doors and emergency push buttons.,12,1,Planned Stop,Innofill,Method,Safety audit check of Filler/Blomax safety doors and emergency push buttons.
14/05/2024,Day,5,Frequent falling bottles at the wrapping section of shrink wrapper,10,4,Minor Stop,Kister,Machine,Frequent falling bottles at the wrapping section of shrink wrapper
14/05/2024,Day,5,Pack disributor tripping off frequently,13,4,Minor Stop,Innopal,Machine,Pack disributor tripping off frequently
14/05/2024,Day,5,Frequent falling bottles at wrapping section of sink wrapper,18,4,Minor Stop,Kister,Material,Frequent falling bottles at wrapping section of sink wrapper
14/05/2024,Day,5,Pack distributor tripped off,30,1,Break Down,Innopal,Machine,Pack distributor tripped off
14/05/2024,Day,5,Pack distributor tripped off,14,1,Break Down,Innopal,Machine,Pack distributor tripped off
14/05/2024,Day,5,Decontamination cleaning at filler /CILT,60,1,Planned Stop,Innofill,Method,Decontamination cleaning at filler /CILT
14/05/2024,Day,5,Label carry over,11,1,Break Down,Innoket,Material,Label carry over 
14/05/2024,Day,6,CILT TIME ,60,1,Planned Stop,Bottle Washer,Method,CILT TIME 
14/05/2024,Day,5,Pack miscount at palleizer,14,5,Minor Stop,Innopal,Machine,Pack miscount at palleizer
14/05/2024,Day,5,Broken rinser transfer finger of nozzle probe no 39,5,1,Break Down,Rinser,Material,Broken rinser transfer finger of nozzle probe no 39
14/05/2024,Day,5,Cap jam at smart check unit (damage cap),5,2,Minor Stop,Capper,Material,Cap jam at smart check unit (damage cap)
14/05/2024,Day,5,Frequent cap jam at FS1 unit to incline cap belt conveyor,12,4,Minor Stop,Capper,Machine,Frequent cap jam at FS1 unit to incline cap belt conveyor
14/05/2024,Day,5,Label carry over,10,1,Break Down,Innoket,Material,Label carry over 
14/05/2024,Day,5,Frequent cap jam at the output of dynasort due to poor cap f;ow,14,4,Minor Stop,Capper,Material,Frequent cap jam at the output of dynasort due to poor cap f;ow
14/05/2024,Day,5,Preform hooked underneath the kicker wheelof roller sorter,5,1,Break Down,Roller sorter,Machine,Preform hooked underneath the kicker wheelof roller sorter
14/05/2024,Day,6,massive rejection on EBI due to weathered bottles,9,3,Minor Stop,,Material,EBI could not run due to weathered bottles
14/05/2024,Day,5,Label carry over,6,1,Break Down,Innoket,Material,Label carry over 
14/05/2024,Day,6,infeed over load,5,2,Minor Stop,Bottle Washer,Machine,infeed over load
14/05/2024,Day,6,EBI could not run due to massive wethered bottles,9,3,Minor Stop,Bottle Washer,Material,wethered bottles
14/05/2024,Day,6,EBI could not run due to jam at side wall 1,11,3,Minor Stop,EBI,Machine,EBI jam at side wall 1
14/05/2024,Day,5,Temperature fresh water supply too high ___ No cooling / Motor protection fault,54,1,Break Down,Innopas,Machine,Temperature fresh water supply too high ___ No cooling / Motor protection fault
14/05/2024,Day,6,EBI massive rejection on weathered bottles,9,3,Minor Stop,,Material,EBI constant stop due to massive rejection on weathered bottles
14/05/2024,Day,6,weathered bottles stopping EBI,16,3,Minor Stop,,Material,EBI constant stop due to massive rejection on weathered bottles
14/05/2024,Day,6,EBI constant stop due to weathered bottles,11,3,Minor Stop,,Material,EBI constant stop due to massive rejection on weathered bottles
14/05/2024,Day,6,Discharge overload at bottle washer discharge due to bottle jam,13,4,Minor Stop,Bottle Washer,Machine,Discharge overload at bottle washer discharge due to bottle jam
14/05/2024,Day,5,Preform not correct on mandrel,12,1,Break Down,Blowmax,Machine,Preform not correct on mandrel
14/05/2024,Day,5,Frequent hooking and falling bottles at air conveyor,10,4,Minor Stop,Air conveyor,Machine,Frequent hooking and falling bottles at air conveyor
14/05/2024,Night,6,Safety zone audit check of Filler safety doors and emergency push buttons.,10,1,Planned Stop,Filler,Method,Safety zone audit check of Filler safety doors and emergency push buttons.
14/05/2024,Night,6,"Poor cork flow, cork hooking along the chute",10,18,Minor Stop,Filler,Material,"Poor cork flow, cork hooking along the chute"
14/05/2024,Night,6,Speed loss due to weathered  bottles,10,2,Minor Stop,Filler,Material,Speed loss due to weathered  bottles
14/05/2024,Night,5,Safety zone audit check of Filler safety doors and emergency push buttons.,10,1,Planned Stop,Innofill,Machine,Safety zone audit check of Filler safety doors and emergency push buttons.
14/05/2024,Night,5,Pack distort at the formation table due to wrong pack turn,5,2,Minor Stop,Innopal,Machine,Pack distort at the formation table due to wrong pack turn
14/05/2024,Night,5,Pasteurizer stop on pressure for pump zone RHL and RH3 too low,9,1,Break Down,Innopas,Machine,Pasteurizer stop on pressure for pump zone RHL and RH3 too low
14/05/2024,Night,5,Cleaning of vacum cylinder due to glue smear,6,1,Break Down,Innoket,Machine,Cleaning of vacum cylinder due to glue smear
14/05/2024,Night,5,Running out /Post run,55,1,Planned Stop,Innofill,Machine,Running out /Post run
14/05/2024,Night,5,Cleaning ,60,1,Planned Stop,Innofill,Man,Cleaning
14/05/2024,Night,5,NONA,60,1,NONA,Innofill,Man,NONA
14/05/2024,Night,5,NONA,60,1,NONA,Innofill,Man,NONA
14/05/2024,Night,5,NONA,60,1,NONA,Innofill,Man,NONA
14/05/2024,Night,5,NONA,60,1,NONA,Innofill,Man,NONA
14/05/2024,Night,5,NONA,60,1,NONA,Innofill,Man,NONA
14/05/2024,Night,5,NONA,60,1,NONA,Innofill,Man,NONA
14/05/2024,Night,6,Speed loss due to weathered  bottles,10,2,Minor Stop,Filler,Material,Speed loss due to weathered  bottles
14/05/2024,Night,6,Speed loss due to weathered  bottles,10,2,Minor Stop,Filler,Machine,Speed loss due to weathered  bottles
14/05/2024,Night,6,Running out the line,10,2,Planned Stop,Filler,Method,Running out the line
15/05/2024,Morning,6,Running -out,60,1,Planned Maintenance,Bottle Conveyor,Method,Running -out
15/05/2024,Morning,6,Running -out,60,1,Planned Maintenance,Bottle Conveyor,Method,Running -out
15/05/2024,Morning,6,Planned Maintenance.,60,1,Planned Maintenance,Bottle Conveyor,Method,Planned Maintenance.
15/05/2024,Morning,6,Planned Maintenance.,60,1,Planned Maintenance,Bottle Conveyor,Method,Planned Maintenance.
15/05/2024,Morning,6,Planned Maintenance.,60,1,Planned Maintenance,Bottle Conveyor,Method,Planned Maintenance.
15/05/2024,Morning,6,Planned Maintenance.,60,1,Planned Maintenance,Bottle Conveyor,Method,Planned Maintenance.
15/05/2024,Morning,5,Machine cleaning in preparation to inspection stop,60,1,Non Operator Maintenance,,Method,machine cleaning     
15/05/2024,Morning,5,Insection stop,60,1,Non Operator Maintenance,,Method,Inspection Stop.
15/05/2024,Morning,5,Inspection Stop.,60,1,Non Operator Maintenance,,Method,Inspection Stop.
15/05/2024,Morning,5,Inspection Stop.,60,1,Non Operator Maintenance,,Method,Inspection Stop.
15/05/2024,Morning,5,Inspecton stop,60,1,Non Operator Maintenance,,Method,Inspection Stop.
15/05/2024,Morning,5,Inspection Stop.,60,1,Non Operator Maintenance,,Method,Inspection Stop.
15/05/2024,Afternoon,5,NONA,60,1,NONA,Innofill,Method,NONA
15/05/2024,Afternoon,5,NONA,60,1,NONA,Innofill,Method,NONA
15/05/2024,Afternoon,5,NONA,60,1,NONA,Innofill,Method,NONA
15/05/2024,Afternoon,5,NONA,60,1,NONA,Innofill,Method,NONA
15/05/2024,Afternoon,5,NONA,60,1,NONA,Innofill,Method,NONA
15/05/2024,Afternoon,5,NONA,60,1,NONA,Innofill,Method,NONA
15/05/2024,Afternoon,6,Inspection Stop.,60,1,Planned Stop,,Man,Inspection Stop.
15/05/2024,Afternoon,6,Inspection Stop.,60,1,Planned Stop,,Man,Inspection Stop.
15/05/2024,Afternoon,6,CIP at filler,60,1,Planned Stop,,Machine,CIP.
15/05/2024,Afternoon,6,Line preparation for start up / table equipment fixing,60,1,Planned Stop,,Machine,Line preparation for start up / table equipment fixing
15/05/2024,Afternoon,6,Product reciept,60,1,Planned Stop,,Machine,Line preparation for start up / 
15/05/2024,Afternoon,6,Start up after inspection stop,30,1,Planned Stop,,Machine,Start up 
15/05/2024,Night,6,start up after PM,20,1,Planned Stop,Filler,Machine,start up after PM
15/05/2024,Night,6,Pasteurizer stopped  on TAT value not reached,20,4,Minor Stop,Pasteuriser,Machine,Pasteurizer stopped  on TAT value not reached
15/05/2024,Night,6,Speed loss due to weathered bottles ,10,1,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
15/05/2024,Night,6,Speed loss due to weathered bottles ,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
15/05/2024,Night,6,Speed loss due to weathered bottles ,10,1,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
15/05/2024,Night,6,Jam at labeller infeed,10,10,Minor Stop,Labeller,Machine,Jam at labeller infeed
15/05/2024,Night,6,Speed loss due to weathered bottles ,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,5,NONA,60,1,NONA,Innofill,Material,NONA
15/05/2024,Night,6,Forklift delay @ depalletizer,20,1,External Stop,Depalletiser,Man,Forklift delay @ depalletizer
16/05/2024,Day,6,Machine safety audit/ shift handover,10,1,Planned Stop,Bottle Conveyor,Method,Machine safety audit/ shift handover
16/05/2024,Day,6,Forklift Delay at depalletiser,10,1,External Stop,Depalletiser,Man,Due to rain fall
16/05/2024,Day,6,Speed loss due to weathered bottles ,10,3,Minor Stop,Bottle Washer,Machine,Speed loss due to weathered bottles 
16/05/2024,Day,6,Speed loss due to weathered bottles ,10,3,Minor Stop,Bottle Washer,Machine,Speed loss due to weathered bottles 
16/05/2024,Day,6,Running-out Amstel ,20,2,Planned Stop,Bottle Conveyor,Method,Running-out Amstel 
16/05/2024,Day,6,Running-out Amstel ,60,1,Planned Stop,Bottle Conveyor,Method,Running-out Amstel 
16/05/2024,Day,6,Post-Run at filler,30,1,Planned Stop,Filler,Method,Post-Run at filler
16/05/2024,Day,6,Removing of vent tube,30,1,Planned Stop,Filler,Method,Removing of vent tube
16/05/2024,Day,6,CIP at filler,60,1,Change-Over,Filler,Method,CIP at filler
16/05/2024,Day,6,CIP at filler,60,1,Change-Over,Filler,Method,CIP at filler
16/05/2024,Day,6,Changeover at filler,20,1,Change-Over,Bottle Conveyor,Method,Changeover at filler
16/05/2024,Day,6,Trap filter Change at brewhouse,40,1,Change-Over,Bottle Conveyor,Method,Trap filter Change at brewhouse
16/05/2024,Day,6,Product receipt at flash pasteurizer/line start up,40,1,Change-Over,Filler,Method,Product receipt/start up
16/05/2024,Day,6,Stop for Quality confirmation(OG) with Lab,40,1,Change-Over,Bottle Conveyor,Method,Stop for Quality confirmation(OG) with Lab
16/05/2024,Day,6,Stop for Quality confirmation(OG) with Lab,10,1,Change-Over,Filler,Method,Stop for Quality confirmation(OG) with Lab
16/05/2024,Day,6,EBI fine Tuning,14,4,Change-Over,EBI,Method,Jam at pusher 3 discharge of EBI
16/05/2024,Night,6,Machine safety audit/shift handover,10,3,Minor Stop,Filler,Method,Machine safety audit 
16/05/2024,Night,6,Start-up after change-over (Fine tuning at  labeller on Body and Neck label),26,8,Minor Stop,Labeller,Machine,Start-up after change-over
16/05/2024,Night,6,Palletiser stops frequently due to wrong turn at crate turning unit,46,14,Minor Stop,Palletiser,Machine,Wrong crate turn at crate turning unit
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,6,Pasteuriser stopping frequently due to crate Miscount,44,19,Minor Stop,Palletiser,Machine,Wrong crate turn at crate turning unit
16/05/2024,Night,6,Palletiser stops frequently due to crate miscount,22,9,Minor Stop,Palletiser,Machine,Wrong crate turn at crate turning unit
16/05/2024,Night,6,Palletiser stops frequently due to crate miscount,22,9,Minor Stop,Palletiser,Machine,Wrong crate turn at crate turning unit
16/05/2024,Night,6,Palletiser stops frequently due to crate miscount,22,6,Minor Stop,Palletiser,Machine,Wrong crate turn at crate turning unit
16/05/2024,Night,6,Palletiser stops frequently due to crate miscount,14,5,Minor Stop,Palletiser,Machine,Wrong crate turn at crate turning unit
16/05/2024,Night,6,Cut off /Change over (Decline crate conveyor G2465.M101 to Palletiser infeed stopped frequently on Frequency Inverter signals a malfunction due to elongated chain),20,5,Change-Over,,Material,Decline crate conveyor G2465.M101
16/05/2024,Night,6,Cut off for change-over (Post run/production request at filler),60,1,Change-Over,,Method,Cut off for change-over
16/05/2024,Night,6,Start-up after change-over Pasteuriser stops on K value not reached),11,3,Minor Stop,Pasteuriser,Machine,Cut off for change-over
16/05/2024,Night,6,Filler stops frequently on lack of cap due to bad cork hooking along the crowner chute,7,5,Minor Stop,Filler,Material,Bad cork
16/05/2024,Night,6,Pasteuriser stopped on KP value not reached.,10,1,Break Down,Pasteuriser,Machine,Killing point temperature not reached
16/05/2024,Night,6,Labeller change-over/Start up,40,1,Change-Over,Labeller,Method,Change over at Labeller
16/05/2024,Night,6,Speeed loss due to weather bottles,22,9,Minor Stop,,Material,Weather bottles 
16/05/2024,Night,6,Speed loss due to weather bottles ,8,3,Minor Stop,,Material,Weather bottles 
16/05/2024,Night,6,Start-up after change-over( Flagging label at labeller),50,1,Break Down,Labeller,Machine,Flagging label at labeller
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
16/05/2024,Night,5,NONA,60,1,NONA,Innofill,Method,NONA
17/05/2024,Morning,6,Handover and machine safety audit ,10,1,Planned Stop,,Method,Handover and machine safety audit 
17/05/2024,Morning,5,Heating up of Pasteurisations zones/Start up,35,1,Planned Stop,Innopas,Method,Heating up of Pasteurisations zones/Start up
17/05/2024,Morning,6,Flagging body label at station 1,30,1,Break Down,Labeller,Machine,Flagging body label at station 1
17/05/2024,Morning,6,Flagging body label at station 1,10,1,Break Down,Labeller,Machine,Flagging body label at station 1
17/05/2024,Morning,6,Pasteurizer stopped on KP value not reached,20,5,Minor Stop,Pasteuriser,Machine,Pasteurizer stopped on KP value not reached
17/05/2024,Morning,6,EBI stops on massive rejections on base inspection,20,6,Minor Stop,EBI,Machine,EBI stops on massive rejections on base inspection
17/05/2024,Morning,6,Frequent crate miscount at palletiser,10,6,Minor Stop,Palletiser,Machine,Frequent crate miscount at palletiser
17/05/2024,Morning,6,CILT TIME ,60,1,Planned Stop,,Method,CILT TIME 
17/05/2024,Morning,5,Compressor tripped on Dryer fault alarm; High temperature.,11,1,Minor Stop,Blowmax,Machine,Dryer tripped on high temperatue.
17/05/2024,Morning,6,Frequent crate miscount at palletiser,20,6,Minor Stop,Palletiser,Machine,Frequent crate miscount at palletiser
17/05/2024,Morning,5,Palletizer fine turning and start up.,20,6,Planned Stop,Innopal,Machine,Labeler fine turning and Start up.
17/05/2024,Morning,5,Labeler fine turning and Start up.,9,2,Planned Stop,Innoket,Machine,Labeler fine turning and Start up.
17/05/2024,Afternoon,6,Machine safety audit/ Shft handover,10,1,Planned Stop,Bottle Conveyor,Method,Machine safety audit/ Shft handover
17/05/2024,Afternoon,6,Crate conveyor 2208 unpacker discharge tripped off ,10,1,Break Down,Crate Conveyor,Machine,Due to stone hooked on the conveyor chain
17/05/2024,Afternoon,6,Pull out crate guide at bottle washer infeed,14,1,Break Down,Bottle Conveyor,Machine,Pull out crate guide at bottle washer infeed
17/05/2024,Afternoon,6,Crate miscount at palletiser,10,2,Minor Stop,Palletiser,Machine,Crate miscount at palletiser
17/05/2024,Afternoon,6,Poor cork flow along the  crowner chute,10,4,Minor Stop,Filler,Machine,Poor cork flow along the  crowner chute
17/05/2024,Afternoon,6,Speed loss due to weathered bottles ,10,3,Minor Stop,Bottle Washer,Machine,Speed loss due to weathered bottles 
17/05/2024,Afternoon,5,Massive wrong at distribution table due to elongated chain ,30,5,Minor Stop,Innopal,Machine,Elongated conveyor chain
17/05/2024,Afternoon,5,"Flash Pasteurizer stooped on supply air pressure too low from Utility,",8,1,External Stop,Flash Pasto,Method,low supply air pressure 
17/05/2024,Afternoon,5,Label carryover/missing label    ,15,1,Minor Stop,Innoket,Machine,Irregular cutting of label    
17/05/2024,Afternoon,5,"Falling bottles from rinser discharge star due to misalign rinser probe No 7, 26 and 8",15,3,Minor Stop,Innofill,Machine,"Bent rinser probe no 7, 26 and 8"
17/05/2024,Afternoon,6,Derailing of transfer conveyor to bottle washer infeed,16,6,Minor Stop,Bottle Conveyor,Machine,Due to bad wear srip underneath
17/05/2024,Afternoon,5,Label carryover/missing label    ,7,1,Minor Stop,Innofill,Machine,Irregular cutting of label    
17/05/2024,Afternoon,5,Preform hook beneath the kicker wheel of roller sorter ,8,3,Minor Stop,Roller sorter,Machine,Nest preform not properly rejected
17/05/2024,Afternoon,6,Falling bottles at unpacking zone,12,4,Minor Stop,Packer,Machine,Due to damaged grab cup membrane
17/05/2024,Afternoon,6,Speed loss due to weathered bottles ,20,5,Minor Stop,Bottle Washer,Machine,Speed loss due to weathered bottles 
17/05/2024,Afternoon,5,Cap jam at the output of dynasort (cap with no sealing ring),10,5,Minor Stop,Capper,Material,damage cap  
17/05/2024,Afternoon,5,Preform hook beneath the kicker wheel of roller sorter ,5,2,Minor Stop,Blowmax,Machine,Nest preform not properly rejected
17/05/2024,Night,6,Machine safety audit/shift handover,10,3,Minor Stop,,Method,Machine safety audit 
17/05/2024,Night,6,Filler stops frequently on lack of caps n crowner chute due to  bad cork hooking along the chute,4,5,Minor Stop,Filler,Material,Bad cork hooking along crowner chute
17/05/2024,Night,6,Depalletiser stops frequently due to crate jam at cross discharge,14,6,Minor Stop,Depalletiser,Material,Crate jam at cross discharge
17/05/2024,Night,6,Low Air pressure from utility due to Air compressor tripped off ,8,1,External Stop,,Machine,Air compressor tripped off 
17/05/2024,Night,5,Decontamination cleaning at filler.,38,1,Planned Stop,Innofill,Method,Decontamination cleaning at filler
17/05/2024,Night,5,Control air missing,10,1,Break Down,Innopas,Machine,Control air missing
17/05/2024,Night,5,Control air missing,6,1,External Stop,Innopas,Machine,Control air missing
17/05/2024,Night,5,Cap jam at the output of dynasort (cap with no sealing ring),6,3,Minor Stop,Capper,Material,Cap jam at the output of dynasort (cap with no sealing ring)
17/05/2024,Night,5,Control air missing,10,1,External Stop,Innopas,Machine,Control air missing
17/05/2024,Night,5,Frequent cap jam at smart check unit,5,3,Minor Stop,Capper,Material,Frequent cap jam at smart check unit
17/05/2024,Night,5,Bottles jam at filler dscharge conveyor due to deformed bottles from blowmax,15,4,Minor Stop,Innofill,Material,Bottles jam at filler dscharge conveyor due to deformed bottles from blowmax
17/05/2024,Night,5,Label carry over,10,1,Break Down,Innoket,Material,Label carry over 
17/05/2024,Night,5,Preform hook beneath the kicker wheel of roller sorter ,6,2,Minor Stop,Roller sorter,Machine,Preform hook beneath the kicker wheel of roller sorter 
17/05/2024,Night,5,Shrink film folding on the cutt,14,1,Break Down,Kister,Machine,Shrink film folding on the cutt
17/05/2024,Night,5,Misaligned rinser bottle probes nos 7.2 and 14,20,1,Break Down,Rinser,Machine,Misaligned rinser bottle probes nos 7.2 and 14
17/05/2024,Night,6,Crate conveyor B3015-M101 infeed to Packer tripping frequently,14,6,Minor Stop,Bottle Conveyor,Machine,B3015-M101 infeed to Packer
17/05/2024,Night,6,Frequent crate jam at cross discharge,26,7,Minor Stop,Depalletiser,Material,Crate jam at cross discharge
17/05/2024,Night,6,Bottle conveyor section B3015-M101 infeed to packer tripping off frequently,24,7,Minor Stop,Bottle Conveyor,Machine,Bottle conveyor section B3015-M101 infeed to packer
17/05/2024,Night,6,Transfer slate chain conveyor at curve to infeed of bottle washer derailed severally due to bad wear strip and links,18,5,Minor Stop,Bottle Washer,Material,Bad wear strip and links
17/05/2024,Night,5,Frequency converter dynasort not ready,25,1,Break Down,Capper,Machine,Frequency converter dynasort not ready
17/05/2024,Night,6,Frequent packer hoist jam on centeing freame,21,8,Minor Stop,Packer,Material,Bad stem membrane
17/05/2024,Night,5,Frequent bottles hook at air conveyor,9,4,Minor Stop,Air conveyor,Machine,Frequent bottles hook at air conveyor
17/05/2024,Night,6,Pasteuriser stops on KP value not reached due to frequent bottle conveyor stop.,11,3,Minor Stop,Pasteuriser,Method,Killing point temperature not reached
17/05/2024,Night,6,Packer hoist jamming frequently on centering frame,36,19,Minor Stop,Packer,Machine,Packer hoist jamming frequently on centering frame
17/05/2024,Night,5,Frequen cap jam at dynasort due to poor cap flow,7,2,Minor Stop,Capper,Material,Frequen cap jam at dynasort due to poor cap flow
17/05/2024,Night,6,Decreased Machine performance due to BBT change-over,8,1,Change-Over,Filler,Method,Delay due to BBT change-over
17/05/2024,Night,6,Packer discharge crate conveyor derailed and hooked due to debris,18,1,Break Down,Bottle Conveyor,Material,Packer discharge crate conveyor derailed and hooked due to debris
17/05/2024,Night,6,Pasteuriser stopped on dosing of descaler has failed,5,1,Break Down,Pasteuriser,Method,Descaler dosing system
17/05/2024,Night,5,Frequent missing caps at filler,17,1,Break Down,,Machine,Frequent missing caps at filler
17/05/2024,Night,6,Pasteuriser stopped on KP value not reached due to long stop as a result of breakdown,4,1,Minor Stop,Pasteuriser,Method,Killing point temperature not reached
17/05/2024,Night,6,Depal stopped on Drive signals a fault: CNC system,15,1,Break Down,Depalletiser,Machine,Depal stopped on Drive signals a fault: CNC system
17/05/2024,Night,5,Frequency converter dynasort no ready,10,1,Break Down,Capper,Machine,Frequency converter dynasort no ready
17/05/2024,Night,6,Packer hoist jamming frequently on the centering frame,34,13,Minor Stop,Packer,Machine,Packer hoist jamming frequently on the centering frame
17/05/2024,Night,6,Bottle washer stops on discharge overload due to bottle jam at discharge,7,3,Minor Stop,Bottle Washer,Material,Bottle jam at discharge
17/05/2024,Night,6,Speed loss due to weathe bottles,15,7,Minor Stop,,Material,Weather bottles 
17/05/2024,Night,5,Misaligned bottle transfer finger no 38,15,1,Break Down,Innofill,Material,Misaligned bottle transfer finger no 38
17/05/2024,Night,5,Frequent cap jam at the output of dynasort due to poor cap flow ,13,4,Minor Stop,Capper,Material,Frequent cap jam at the output of dynasort due to poor cap flow 
